"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
FDX,279.77,0.25,1894800,274.00,273.13,270.96,246.50,215.77,207.77,201.34,275.38,248.25,200.22,16,18,0.37,0.79,-5.68,
GOOG,1761.75,-0.09,1660900,1695.76,1658.67,1622.75,1559.04,1508.45,1491.14,1474.58,1611.57,1558.77,1513.48,15,13,7.00,5.67,0.07,
ANTM,313.32,-1.96,1606400,305.20,300.44,295.78,283.98,278.07,276.95,276.15,296.93,280.12,276.31,14,12,0.57,0.77,2.90,
LRCX,409.42,2.43,1473800,380.41,371.51,364.28,349.34,333.83,328.02,322.25,365.07,345.55,335.47,15,14,0.39,0.67,1.68,
GOOGL,1759.73,-0.16,1431100,1692.45,1654.61,1618.26,1554.87,1505.35,1488.35,1472.10,1606.50,1553.46,1511.68,15,13,6.92,5.61,0.10,
TMO,527.66,2.51,1367000,502.98,493.19,482.52,450.32,418.46,408.61,399.58,480.54,446.29,410.48,19,18,2.01,1.93,-8.09,
MYOK,224.41,0.0045,1203200,223.84,222.14,215.39,175.15,142.37,134.00,126.88,222.83,161.43,129.80,20,20,1.57,2.28,0.00,
HUBS,380.05,13.04,1193100,329.78,320.45,313.92,292.84,264.49,255.56,247.57,313.11,297.38,260.06,13,12,0.12,0.39,-9.07,
SOXL,352.39,5.14,1024700,303.91,293.88,287.27,264.44,240.33,234.00,228.63,292.27,264.40,230.02,16,16,-0.55,0.27,-3.82,
EXAS,123.97,-2.14,987800,123.20,120.27,115.64,101.88,94.62,93.26,92.26,114.04,94.76,92.13,10,11,1.06,1.01,-0.65,
COUP,304.57,-2.22,966400,287.59,286.64,287.17,284.67,267.69,259.83,251.86,292.91,287.99,278.72,14,11,-0.73,-0.20,-6.24,
OKTA,233.26,0.03,945800,224.34,223.48,223.49,217.47,203.91,198.46,193.04,227.71,216.52,208.75,12,12,-0.83,-0.29,-6.80,
AVLR,169.66,4.56,915500,157.41,154.74,151.65,140.02,128.20,124.26,120.53,153.97,136.18,128.84,15,12,0.48,0.68,-9.32,
EV,61.88,-0.43,874900,61.37,60.67,58.69,50.30,45.54,44.69,44.10,61.19,47.12,42.69,10,7,0.58,0.69,3.93,
BNTX,92.00,0.00,861300,89.20,88.07,86.37,78.81,70.69,67.77,64.92,88.39,75.08,70.46,10,7,0.20,0.41,13.91,
NOW,535.18,0.77,826200,513.09,508.89,505.20,482.28,447.35,435.12,423.49,509.49,482.92,446.60,16,17,0.07,0.59,-6.21,
DQ,222.79,0.62,726600,204.69,199.81,193.07,160.11,130.07,121.92,114.88,200.48,151.57,117.21,19,20,0.89,1.61,-5.97,
HUM,432.55,-1.87,681800,430.09,428.09,426.12,416.22,402.10,396.65,391.21,429.28,415.66,404.44,13,12,0.13,0.45,-2.21,
SOXX,343.30,1.63,672000,325.63,321.74,318.95,307.91,292.04,286.62,281.51,320.86,308.56,291.23,11,8,-0.13,0.18,-1.17,
VEEV,299.59,0.81,671900,288.56,288.48,288.59,278.74,257.41,249.55,242.06,294.02,280.41,258.99,13,11,-0.33,0.11,-10.20,
ALGN,477.85,-2.86,664400,466.22,447.57,422.26,361.75,323.37,313.89,306.14,409.07,346.06,312.43,12,11,7.43,5.87,-0.18,
FNGU,219.96,0.69,595600,204.65,202.82,201.47,186.16,158.87,149.89,141.74,206.59,193.48,152.54,14,13,-0.21,0.24,-9.31,
QDEL,283.45,0.59,578800,270.57,266.24,259.94,237.72,214.24,205.24,196.47,262.79,224.02,222.29,17,20,0.65,1.22,-28.15,
MELI,1485.86,3.34,567700,1353.43,1319.01,1282.75,1180.28,1069.45,1031.80,996.64,1290.90,1171.93,1075.87,20,19,7.54,7.73,-10.44,
MLM,256.18,-1.55,525900,260.64,260.29,257.74,241.72,230.78,229.09,228.06,260.14,235.24,222.66,15,17,0.40,0.75,2.05,
IDXX,478.10,2.16,519800,456.08,445.94,434.42,402.39,371.91,362.49,353.97,433.62,397.62,367.60,20,18,2.38,2.23,-8.71,
TECL,335.09,0.77,518800,305.39,302.26,303.48,299.13,277.67,270.14,263.14,311.34,312.19,274.41,12,10,-2.04,-1.14,-1.95,
TXG,147.70,-0.60,504300,143.70,143.68,143.04,130.38,114.95,110.45,106.44,148.32,128.84,108.97,15,15,-0.22,0.27,-9.17,
BLK,654.90,-1.99,493900,640.91,633.60,625.24,598.55,573.54,565.51,558.08,632.13,592.52,574.53,19,17,1.43,1.87,1.70,
MDB,252.40,-0.30,486000,243.58,243.34,243.42,234.30,219.19,213.70,208.37,249.40,232.47,223.31,14,15,-0.68,-0.05,-4.96,
DECK,270.29,-2.97,485300,263.72,260.05,254.99,234.88,216.19,210.79,206.00,257.11,229.19,214.27,19,20,0.93,1.15,-5.75,
PCTY,189.33,-0.88,475600,190.01,188.84,185.70,168.19,153.07,148.96,145.29,189.41,162.50,149.30,18,20,0.71,1.01,8.01,
PAYC,388.12,3.98,471600,378.99,376.20,369.28,337.44,314.55,308.25,302.42,376.98,323.65,312.64,20,20,1.78,2.33,4.36,
WHR,201.64,1.45,464100,196.36,195.44,194.34,183.94,168.98,164.88,161.48,196.59,185.88,163.28,10,7,-0.06,0.21,-10.39,
PODD,257.01,0.52,463400,241.13,239.50,238.69,229.29,216.90,212.77,208.68,241.69,228.15,211.93,13,12,-0.33,0.07,-0.65,
IRTC,255.52,8.35,456800,232.24,229.29,228.54,214.07,185.33,176.12,167.85,229.92,222.91,175.62,8,9,-1.18,-0.67,-6.54,
RGEN,201.98,0.06,452000,187.58,182.13,176.64,161.30,147.24,142.73,138.50,176.21,158.61,144.60,13,10,0.87,0.91,-5.06,
POOL,382.89,-0.27,440100,372.33,366.92,360.01,336.05,309.30,300.61,292.56,361.51,333.79,307.23,20,18,1.47,1.54,-15.82,
GNRC,233.04,1.00,422200,223.39,219.03,214.03,194.23,170.79,163.59,157.07,212.93,195.98,162.68,12,9,0.90,0.92,-5.36,
ISRG,733.87,0.77,406000,711.09,710.22,711.35,698.30,664.83,653.72,643.69,721.27,708.16,659.05,13,13,-1.34,-0.41,5.39,
TYL,414.45,1.11,405300,402.68,398.59,392.56,371.39,356.16,351.10,346.01,396.78,361.04,357.46,20,20,1.29,1.58,1.44,
MRTX,230.67,-2.51,401500,224.22,216.23,206.37,176.40,152.35,145.97,140.46,203.82,171.01,142.75,20,20,1.97,1.83,-1.50,
IPGP,198.89,0.68,379400,194.76,192.91,189.69,177.90,167.96,165.08,162.59,190.87,172.64,168.66,13,10,0.97,0.99,2.74,
ZBRA,346.43,1.86,370300,322.26,312.05,302.27,283.09,270.04,265.96,262.12,299.81,278.06,271.95,17,14,1.63,1.50,1.81,
GWW,390.63,3.11,327400,373.98,370.75,369.05,359.68,344.30,339.62,335.55,371.28,362.10,341.73,10,9,-0.68,-0.23,-0.62,
UI,245.22,23.97,314900,204.92,198.89,193.73,183.47,177.73,175.79,173.81,194.42,178.97,179.40,14,12,0.64,0.79,4.81,
PEN,251.22,1.06,311200,248.32,243.22,235.38,218.81,207.06,203.36,199.88,232.24,216.39,204.43,10,8,2.51,1.98,-3.49,
TWST,99.61,3.12,293100,90.40,88.26,86.42,77.01,65.67,62.22,59.13,88.13,76.36,62.29,11,7,-0.05,0.21,-3.90,
MPWR,357.18,0.16,285500,336.46,328.53,319.68,291.95,265.77,257.48,249.83,320.81,285.75,262.46,20,20,1.46,1.66,-11.29,
TPTX,103.42,-7.14,284600,103.63,103.02,101.87,91.06,79.97,76.91,74.19,106.00,88.91,76.05,13,11,-0.09,0.28,8.55,
SIVB,313.37,0.22,273700,303.32,296.76,288.33,264.48,246.64,242.47,239.29,286.80,261.22,240.31,16,15,1.96,1.80,5.96,
EPAM,342.23,-1.27,273400,331.33,330.32,330.67,320.40,296.75,288.65,281.09,334.73,326.31,291.82,9,7,-0.76,-0.29,-6.92,
CMG,1326.17,1.21,269000,1279.20,1278.26,1280.35,1252.84,1173.70,1144.20,1116.04,1296.52,1276.85,1181.96,14,14,-0.94,0.17,-3.62,
MTD,1181.11,7.01,229800,1091.05,1069.36,1050.44,995.54,933.27,914.36,897.46,1045.27,997.72,918.42,19,18,2.57,2.53,-0.13,
MOH,215.47,-0.62,226700,209.59,206.71,203.47,193.36,184.01,180.71,177.52,205.35,190.02,185.45,13,11,0.46,0.66,-3.88,
KOD,108.59,0.89,216100,100.93,96.33,89.93,72.51,63.88,61.77,59.80,88.90,65.71,60.26,15,12,1.69,1.53,4.22,
LAD,262.63,-0.93,209000,253.27,251.67,251.83,242.30,216.72,208.24,200.64,254.40,251.24,211.02,11,10,-1.25,-0.63,-1.45,
BIO,643.45,2.04,148200,613.55,599.71,584.59,545.64,511.15,499.62,488.66,580.83,535.97,509.45,20,19,2.80,2.62,-9.87,
MKTX,579.18,-0.34,145000,565.79,558.89,548.31,518.15,494.93,486.13,477.19,552.54,503.14,505.49,20,19,2.82,2.93,-7.66,
CSGP,902.65,-0.11,142700,877.69,865.26,857.59,833.51,790.17,774.92,760.35,852.32,844.27,781.71,10,10,-1.19,-0.76,1.03,
WDFC,258.42,2.29,134600,249.55,242.62,233.03,212.72,203.09,200.87,198.98,228.06,206.98,200.11,9,8,2.94,2.30,-5.04,
ICLR,199.32,-0.56,133100,194.20,193.81,194.24,190.76,183.38,180.92,178.64,197.01,190.77,182.28,10,7,-0.77,-0.35,-0.93,
SAM,1062.00,3.59,115200,1034.98,1022.88,1000.76,908.97,795.79,759.89,727.38,999.01,912.08,769.74,20,20,6.93,6.16,-10.58,
BSTC,88.22,-0.05,105800,87.86,85.87,81.58,70.59,65.80,64.78,63.94,81.62,66.31,64.43,11,8,1.76,1.49,0.00,
ARGX,272.66,-0.75,96300,265.53,262.99,261.38,251.42,233.52,226.79,220.32,262.52,248.90,239.94,10,11,-0.66,-0.22,-6.04,
MORN,208.40,0.92,96000,200.62,195.59,189.71,174.53,164.88,162.57,160.65,189.09,169.88,161.29,16,13,1.13,1.09,2.35,
EIDX,72.71,-3.54,82700,73.14,72.73,71.08,61.41,55.33,54.02,52.87,73.34,56.83,51.78,13,11,0.34,0.56,1.94,
PRLD,43.87,-4.67,73500,40.08,38.14,36.51,32.43,30.00,29.48,29.07,35.52,30.93,28.57,8,7,-0.07,0.02,-5.40,
