"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20","Perf(%)",
BKNG,1783.75,0.87,452300,1717.58,1708.51,1710.90,1726.98,1717.42,1716.88,1718.66,1710.74,1762.33,1725.49,0,0,-3.98,-3.20,18.75,
CINF,74.25,-0.40,420300,73.69,74.31,75.28,76.52,77.25,78.04,78.95,76.18,77.74,73.70,0,0,-0.32,-0.22,15.46,
FMC,108.66,-0.44,395200,106.65,106.32,106.35,106.25,103.83,102.79,101.76,106.74,107.43,104.86,0,0,-0.11,-0.08,1.09,
AMP,169.78,-1.69,365400,167.85,166.87,165.70,160.45,154.76,153.26,152.02,167.11,159.57,155.06,0,0,0.09,0.24,7.75,
BR,146.59,1.32,337800,143.53,142.59,141.53,137.70,132.87,131.42,130.17,142.36,137.88,132.67,0,0,0.19,0.24,0.20,
CTAS,340.93,0.55,331000,333.31,332.42,332.68,324.88,306.70,300.96,295.82,336.03,330.26,303.96,0,0,-0.73,-0.33,6.61,
AVY,148.26,0.83,312100,144.09,141.82,138.80,129.67,124.15,123.03,122.15,138.32,126.63,121.11,0,0,0.76,0.70,2.76,
ANSS,336.80,2.57,269600,325.04,324.28,324.95,321.13,308.24,303.12,298.00,329.65,325.07,309.18,3,0,-0.94,-0.45,-2.47,
CMG,1326.17,1.21,269000,1279.20,1278.26,1280.35,1252.84,1173.70,1144.20,1116.04,1296.52,1276.85,1181.96,12,11,-0.94,0.17,-3.62,
AIZ,127.09,-0.21,259400,126.30,125.58,124.77,121.37,118.02,117.39,116.92,124.40,122.58,114.78,0,0,0.10,0.11,3.71,
AZO,1158.53,0.78,245200,1151.78,1152.83,1156.50,1165.11,1150.34,1143.78,1137.25,1159.86,1181.62,1163.94,0,0,-0.78,-0.79,-0.62,
ABMD,272.21,-0.07,205000,268.36,269.65,271.39,274.17,262.55,257.60,253.36,274.61,281.08,271.99,0,0,-0.22,-0.11,2.72,
BIO,643.45,2.04,148200,613.55,599.71,584.59,545.64,511.15,499.62,488.66,580.83,535.97,509.45,19,17,2.80,2.62,-9.87,
COO,333.91,0.58,113800,331.39,334.06,336.76,330.72,321.10,318.97,317.26,342.26,331.33,313.06,0,0,-0.88,-0.34,5.34,
BIIB,328.90,0.00,600,300.15,288.33,282.14,279.36,282.12,282.84,283.31,276.62,278.14,280.65,0,0,-0.91,-0.75,-28.17,
