"Symbol","Last","Chg(%)","Vol","ema7","ema12","ema20","ema60","ema120","ema144","ema169","ma20","ma60","ma120","slopeema12","slopeema20","d20_slp_of_ema12","d20_slp_of_ema20",
FISV,109.10,5.85,8322700,102.48,101.21,100.75,100.55,100.98,101.20,101.35,100.09,100.29,100.77,0,0,-0.25,-0.19,
AMZN,3143.74,-5.06,7167100,3199.57,3196.05,3197.96,3160.94,2988.99,2916.23,2845.19,3219.16,3220.10,3033.30,15,13,-5.65,-2.83,
EA,116.97,-1.86,7096000,121.70,123.10,124.68,128.44,127.29,126.05,124.70,126.03,130.46,131.25,0,0,-0.38,-0.30,
XLNX,130.35,-2.81,6251700,127.30,124.32,120.84,111.80,105.55,104.07,102.93,120.32,109.06,103.70,0,0,0.64,0.62,
SE,169.08,-9.48,6121300,173.71,171.23,168.49,155.09,133.83,126.46,119.58,168.17,157.76,132.90,0,0,0.23,0.34,
PEP,138.45,0.05,6109000,137.60,137.55,137.67,137.18,136.13,135.81,135.48,138.55,137.42,135.50,0,0,-0.16,-0.07,
FDX,263.88,-5.68,5901300,271.47,271.71,270.29,247.07,216.57,208.55,202.08,274.90,249.17,201.44,13,14,0.21,0.65,
Z,104.12,-12.08,5700200,102.36,100.04,98.88,92.42,81.43,77.94,74.82,97.68,94.32,78.79,0,0,-0.40,-0.26,
TCEHY,78.56,-1.50,5604900,78.23,77.10,75.53,71.24,66.93,65.43,64.02,75.26,70.35,66.94,0,0,0.38,0.34,
SHOP,902.60,-13.63,3907100,979.52,991.10,1002.09,995.35,923.79,890.85,857.47,1020.09,1007.22,960.21,13,14,-4.08,-2.01,
SAP,115.22,0.09,3263400,114.70,118.74,125.90,141.51,142.87,142.04,141.04,129.95,149.72,147.59,0,0,-2.49,-1.94,
GPK,14.51,2.54,3058900,14.08,14.00,14.00,14.06,14.08,14.09,14.10,14.00,14.09,14.15,0,0,-0.03,-0.02,
GRUB,71.08,-10.95,2759100,76.11,76.58,76.69,74.50,70.02,68.59,67.43,78.45,74.60,70.85,0,0,0.0057,0.11,
ADSK,262.61,1.23,2361800,253.57,250.96,248.38,241.23,231.00,226.91,222.87,250.49,240.97,236.61,0,0,0.46,0.56,
ADP,169.89,2.20,2298000,163.85,160.27,156.09,147.71,146.25,146.60,147.09,154.25,143.80,144.60,0,0,0.81,0.71,
GOOG,1763.00,0.07,2265300,1712.57,1674.72,1636.11,1565.73,1512.66,1494.89,1477.98,1621.26,1563.02,1516.45,16,13,7.51,6.12,
DE,248.87,0.50,2219500,241.46,238.58,235.79,220.67,202.13,197.14,192.97,236.57,222.25,193.78,0,0,0.17,0.37,
LRCX,416.28,1.68,1934300,389.38,378.39,369.24,351.54,335.19,329.23,323.35,367.37,346.26,336.68,13,9,0.53,0.73,
NTDOY,66.30,-6.17,1913200,68.98,68.87,68.81,67.15,63.24,61.90,60.65,68.55,68.73,62.26,0,0,-0.05,-0.05,
WDAY,223.40,-0.71,1824500,219.48,218.64,218.57,212.40,201.04,197.78,195.03,220.32,215.34,199.02,0,0,-0.56,-0.26,
INTU,360.14,2.24,1820100,343.90,339.02,335.87,326.64,313.87,309.69,305.81,335.57,329.26,312.22,0,0,-0.35,-0.09,
FND,72.44,-10.57,1638200,78.01,78.40,78.42,74.92,68.47,66.38,64.48,79.90,75.75,67.83,0,0,-0.05,0.06,
CREE,65.36,-7.83,1471500,66.88,67.16,67.34,65.91,62.49,61.27,60.19,68.94,65.19,63.98,0,0,-0.10,0.03,
ASML,406.33,0.02,1273700,390.97,385.58,382.36,375.41,361.24,354.95,348.52,382.19,375.79,369.33,0,0,-0.55,-0.25,
KLAC,232.32,0.28,1135000,221.04,215.50,210.94,202.42,194.77,191.91,189.05,209.78,200.50,197.34,0,0,0.13,0.26,
JBL,37.11,3.26,1134200,35.41,35.05,34.87,34.28,33.56,33.40,33.26,34.92,34.21,33.50,0,0,-0.07,-0.03,
VMW,140.86,0.41,1133900,137.64,138.22,139.88,142.09,142.02,142.20,142.53,142.36,142.58,143.33,0,0,-0.86,-0.54,
CRL,237.26,-5.35,524000,241.35,238.98,236.58,225.29,208.80,203.34,198.32,236.58,225.90,207.24,0,0,-0.05,0.14,
JAZZ,146.18,-1.70,480500,149.09,148.97,148.31,140.94,133.29,131.79,130.82,149.11,141.19,127.13,0,0,0.02,0.15,
AMED,245.16,-8.71,337000,257.62,256.31,253.53,241.93,226.93,221.70,216.65,253.80,242.71,223.25,0,0,0.72,0.70,
